"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"5125","5125 Taxes on investment goods","NES","Total","2016","2016",0,,
"5125","5125 Taxes on investment goods","NES","Total","2017","2017",0,,
"5125","5125 Taxes on investment goods","NES","Total","2018","2018",0,,
"4000","4000 Taxes on property","FED","Federal or Central government","1996","1996",59.995,,
"4000","4000 Taxes on property","FED","Federal or Central government","1997","1997",48.118,,
"4000","4000 Taxes on property","FED","Federal or Central government","1998","1998",116.592,,
"4000","4000 Taxes on property","FED","Federal or Central government","1999","1999",140.602,,
"4000","4000 Taxes on property","FED","Federal or Central government","2000","2000",129.628,,
"4000","4000 Taxes on property","FED","Federal or Central government","2001","2001",150.091,,
"4000","4000 Taxes on property","FED","Federal or Central government","2002","2002",217.725,,
"4000","4000 Taxes on property","FED","Federal or Central government","2003","2003",11.855,,
"4000","4000 Taxes on property","FED","Federal or Central government","2004","2004",41.528,,
"4000","4000 Taxes on property","FED","Federal or Central government","2005","2005",43.271,,
"4000","4000 Taxes on property","FED","Federal or Central government","2006","2006",26.387,,
"4000","4000 Taxes on property","FED","Federal or Central government","2007","2007",28.261,,
"4000","4000 Taxes on property","FED","Federal or Central government","2008","2008",26.16,,
"4000","4000 Taxes on property","FED","Federal or Central government","2009","2009",78.948,,
"4000","4000 Taxes on property","FED","Federal or Central government","2010","2010",96.597,,
"4000","4000 Taxes on property","FED","Federal or Central government","2011","2011",69.368,,
"4000","4000 Taxes on property","FED","Federal or Central government","2012","2012",27.829,,
"4000","4000 Taxes on property","FED","Federal or Central government","2013","2013",18.012,,
"4000","4000 Taxes on property","FED","Federal or Central government","2014","2014",19.216,,
"4000","4000 Taxes on property","FED","Federal or Central government","2015","2015",631.845,,
"4000","4000 Taxes on property","FED","Federal or Central government","2016","2016",779.031,,
"4000","4000 Taxes on property","FED","Federal or Central government","2017","2017",1155.582,,
"4000","4000 Taxes on property","FED","Federal or Central government","2018","2018",1292.551,,
"5110","5110 General taxes on goods and services","NES","Total","1996","1996",10792.079,,
"5110","5110 General taxes on goods and services","NES","Total","1997","1997",7484.952,,
"5110","5110 General taxes on goods and services","NES","Total","1998","1998",11974.303,,
"5110","5110 General taxes on goods and services","NES","Total","1999","1999",12918.883,,
"5110","5110 General taxes on goods and services","NES","Total","2000","2000",13777.374,,
"5110","5110 General taxes on goods and services","NES","Total","2001","2001",24167.53,,
"5110","5110 General taxes on goods and services","NES","Total","2002","2002",30013.15,,
"5110","5110 General taxes on goods and services","NES","Total","2003","2003",38308.049,,
"5110","5110 General taxes on goods and services","NES","Total","2004","2004",46780.964,,
"5110","5110 General taxes on goods and services","NES","Total","2005","2005",57746.873,,
"5110","5110 General taxes on goods and services","NES","Total","2006","2006",67213.352,,
"5110","5110 General taxes on goods and services","NES","Total","2007","2007",85286.136,,
"5110","5110 General taxes on goods and services","NES","Total","2008","2008",116862.307,,
"5110","5110 General taxes on goods and services","NES","Total","2009","2009",125054.613,,
"5110","5110 General taxes on goods and services","NES","Total","2010","2010",131665.385,,
"5110","5110 General taxes on goods and services","NES","Total","2011","2011",156081.617,,
"5110","5110 General taxes on goods and services","NES","Total","2012","2012",186015.472,,
"5110","5110 General taxes on goods and services","NES","Total","2013","2013",219500.907,,
"5110","5110 General taxes on goods and services","NES","Total","2014","2014",279274.659,,
"5110","5110 General taxes on goods and services","NES","Total","2015","2015",305543.718,,
"5110","5110 General taxes on goods and services","NES","Total","2016","2016",329330.895,,
"5110","5110 General taxes on goods and services","NES","Total","2017","2017",386483.698,,
"5110","5110 General taxes on goods and services","NES","Total","2018","2018",422903.225,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","1996","1996",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","1997","1997",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","1998","1998",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","1999","1999",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2000","2000",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2001","2001",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2002","2002",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2003","2003",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2004","2004",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2005","2005",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2006","2006",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2007","2007",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2008","2008",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2009","2009",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2010","2010",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2011","2011",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2012","2012",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2013","2013",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2014","2014",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2015","2015",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2016","2016",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2017","2017",0,,
"5212","5212 Recurrent taxes paid by others: motor vehicles","FED","Federal or Central government","2018","2018",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","1996","1996",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","1997","1997",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","1998","1998",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","1999","1999",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2000","2000",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2001","2001",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2002","2002",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2003","2003",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2004","2004",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2005","2005",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2006","2006",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2007","2007",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2008","2008",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2009","2009",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2010","2010",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2011","2011",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2012","2012",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2013","2013",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2014","2014",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2015","2015",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2016","2016",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2017","2017",0,,
"5113","5113 Other (than value added and sales tax)","FED","Federal or Central government","2018","2018",0,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","1996","1996",39321.173,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","1997","1997",54334.074,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","1998","1998",62789.606,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","1999","1999",62454.065,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2000","2000",65485.8,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2001","2001",79676.422,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2002","2002",94752.948,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2003","2003",115319.734,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2004","2004",134715.131,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2005","2005",162618.245,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2006","2006",194981.362,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2007","2007",239223.732,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2008","2008",329748.444,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2009","2009",364198.128,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2010","2010",412489.699,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2011","2011",501803.3,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2012","2012",602557.395,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2013","2013",707034.562,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2014","2014",810023.858,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2015","2015",937545.335,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2016","2016",1040919.211,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2017","2017",1173119.758,,
"TOTALTAX","Total tax revenue","FED","Federal or Central government","2018","2018",1318158.839,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","1996","1996",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","1997","1997",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","1998","1998",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","1999","1999",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2000","2000",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2001","2001",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2002","2002",0.13,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2003","2003",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2004","2004",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2005","2005",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2006","2006",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2007","2007",0.02,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2008","2008",0.05,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2009","2009",0.149,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2010","2010",0.051,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2011","2011",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2012","2012",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2013","2013",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2014","2014",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2015","2015",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2016","2016",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2017","2017",0,,
"5128","5128 Other taxes not included within 5121 to 5127 inclusive","NES","Total","2018","2018",0,,
"1210","1210 On profits of corporates","NES","Total","1996","1996",6137.112,,
"1210","1210 On profits of corporates","NES","Total","1997","1997",9892.593,,
"1210","1210 On profits of corporates","NES","Total","1998","1998",14044.243,,
"1210","1210 On profits of corporates","NES","Total","1999","1999",11059.428,,
"1210","1210 On profits of corporates","NES","Total","2000","2000",11321.53,,
"1210","1210 On profits of corporates","NES","Total","2001","2001",16025.163,,
"1210","1210 On profits of corporates","NES","Total","2002","2002",19295.357,,
"1210","1210 On profits of corporates","NES","Total","2003","2003",18976.155,,
"1210","1210 On profits of corporates","NES","Total","2004","2004",16754.557,,
"1210","1210 On profits of corporates","NES","Total","2005","2005",25323.566,,
"1210","1210 On profits of corporates","NES","Total","2006","2006",28921.261,,
"1210","1210 On profits of corporates","NES","Total","2007","2007",37952.559,,
"1210","1210 On profits of corporates","NES","Total","2008","2008",59624.36,,
"1210","1210 On profits of corporates","NES","Total","2009","2009",53623.438,,
"1210","1210 On profits of corporates","NES","Total","2010","2010",57529.759,,
"1210","1210 On profits of corporates","NES","Total","2011","2011",71261.529,,
"1210","1210 On profits of corporates","NES","Total","2012","2012",88653.178,,
"1210","1210 On profits of corporates","NES","Total","2013","2013",125110.857,,
"1210","1210 On profits of corporates","NES","Total","2014","2014",129615.139,,
"1210","1210 On profits of corporates","NES","Total","2015","2015",155122.892,,
"1210","1210 On profits of corporates","NES","Total","2016","2016",176538.134,,
"1210","1210 On profits of corporates","NES","Total","2017","2017",210107.712,,
"1210","1210 On profits of corporates","NES","Total","2018","2018",253164.932,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","1996","1996",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","1997","1997",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","1998","1998",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","1999","1999",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2000","2000",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2001","2001",1.882,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2002","2002",0.089,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2003","2003",0.019,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2004","2004",0.202,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2005","2005",1.321,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2006","2006",0.267,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2007","2007",1.416,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2008","2008",1.677,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2009","2009",1.227,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2010","2010",0.175,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2011","2011",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2012","2012",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2013","2013",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2014","2014",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2015","2015",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2016","2016",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2017","2017",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","FED","Federal or Central government","2018","2018",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","1996","1996",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","1997","1997",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","1998","1998",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","1999","1999",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2000","2000",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2001","2001",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2002","2002",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2003","2003",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2004","2004",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2005","2005",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2006","2006",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2007","2007",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2008","2008",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2009","2009",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2010","2010",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2011","2011",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2012","2012",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2013","2013",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2014","2014",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2015","2015",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2016","2016",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2017","2017",0,,
"5300","5300 Unallocable between 5100 and 5200","FED","Federal or Central government","2018","2018",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1996","1996",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1997","1997",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1998","1998",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1999","1999",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2000","2000",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2001","2001",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2002","2002",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2003","2003",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2004","2004",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2005","2005",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2006","2006",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2007","2007",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2008","2008",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2009","2009",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2010","2010",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2011","2011",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2012","2012",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2013","2013",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2014","2014",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2015","2015",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2016","2016",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2017","2017",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2018","2018",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","1996","1996",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","1997","1997",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","1998","1998",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","1999","1999",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2000","2000",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2001","2001",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2002","2002",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2003","2003",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2004","2004",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2005","2005",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2006","2006",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2007","2007",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2008","2008",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2009","2009",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2010","2010",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2011","2011",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2012","2012",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2013","2013",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2014","2014",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2015","2015",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2016","2016",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2017","2017",0,,
"2120","2120 On an income tax basis of employees SSC","SOCSEC","Social Security Funds","2018","2018",0,,
"TOTALTAX","Total tax revenue","NES","Total","1996","1996",40545.862,,
"TOTALTAX","Total tax revenue","NES","Total","1997","1997",56248.941,,
"TOTALTAX","Total tax revenue","NES","Total","1998","1998",65262.985,,
"TOTALTAX","Total tax revenue","NES","Total","1999","1999",65378.584,,
"TOTALTAX","Total tax revenue","NES","Total","2000","2000",68909.123,,
"TOTALTAX","Total tax revenue","NES","Total","2001","2001",83479.625,,
"TOTALTAX","Total tax revenue","NES","Total","2002","2002",99050.248,,
"TOTALTAX","Total tax revenue","NES","Total","2003","2003",121173.071,,
"TOTALTAX","Total tax revenue","NES","Total","2004","2004",145514.313,,
"TOTALTAX","Total tax revenue","NES","Total","2005","2005",174605.784,,
"TOTALTAX","Total tax revenue","NES","Total","2006","2006",206392.283,,
"TOTALTAX","Total tax revenue","NES","Total","2007","2007",255835.166,,
"TOTALTAX","Total tax revenue","NES","Total","2008","2008",352996.612,,
"TOTALTAX","Total tax revenue","NES","Total","2009","2009",389939.482,,
"TOTALTAX","Total tax revenue","NES","Total","2010","2010",440724.238,,
"TOTALTAX","Total tax revenue","NES","Total","2011","2011",537438.808,,
"TOTALTAX","Total tax revenue","NES","Total","2012","2012",645447.808,,
"TOTALTAX","Total tax revenue","NES","Total","2013","2013",760157.867,,
"TOTALTAX","Total tax revenue","NES","Total","2014","2014",865553.672,,
"TOTALTAX","Total tax revenue","NES","Total","2015","2015",997232.149,,
"TOTALTAX","Total tax revenue","NES","Total","2016","2016",1115635.785,,
"TOTALTAX","Total tax revenue","NES","Total","2017","2017",1248016.744,,
"TOTALTAX","Total tax revenue","NES","Total","2018","2018",1401502.918,,
"5122","5122 Profits of fiscal monopolies","NES","Total","1996","1996",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","1997","1997",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","1998","1998",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","1999","1999",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2000","2000",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2001","2001",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2002","2002",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2003","2003",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2004","2004",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2005","2005",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2006","2006",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2007","2007",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2008","2008",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2009","2009",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2010","2010",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2011","2011",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2012","2012",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2013","2013",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2014","2014",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2015","2015",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2016","2016",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2017","2017",0,,
"5122","5122 Profits of fiscal monopolies","NES","Total","2018","2018",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","1996","1996",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","1997","1997",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","1998","1998",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","1999","1999",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2000","2000",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2001","2001",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2002","2002",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2003","2003",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2004","2004",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2005","2005",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2006","2006",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2007","2007",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2008","2008",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2009","2009",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2010","2010",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2011","2011",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2012","2012",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2013","2013",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2014","2014",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2015","2015",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2016","2016",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2017","2017",0,,
"2320","2320 On an income tax basis of self/non-employed SSC","SOCSEC","Social Security Funds","2018","2018",0,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","1996","1996",2004.4,,
